awb_number,activity,bucket
MC4D36689AC4RM,Return Initiated,Return Initiated
MC4D366946ADUQ,Return Initiated,Return Initiated
MC4D36752267QQ,Return Initiated,Return Initiated
MC4D36A69A8ESJ,Return Initiated,Return Initiated
MC4D36E9CB66PU,Return Initiated,Return Initiated
MC4D36ED2198HC,Return Initiated,Return Initiated
MC4D36F6836ABV,Return Initiated,Return Initiated
MC4D3708C44CFJ,Return Initiated,Return Initiated
MC4D3714FD97ON,Return Initiated,Return Initiated
MC4D37214F3BZK,Return Initiated,Return Initiated
MC4D372749F0QB,Return Initiated,Return Initiated
MC4D3729703DWU,Return Initiated,Return Initiated
MC4D3732C258NA,Return Initiated,Return Initiated
MC4D37334D25GM,Return Initiated,Return Initiated
MC4D374DD1C4GB,Return Initiated,Return Initiated
MC4D37692553JZ,Return Initiated,Return Initiated
MC4D376ED100UH,Return Initiated,Return Initiated
MC4D37721DD9SP,Return Initiated,Return Initiated
MC4D377917B0TB,Return Initiated,Return Initiated
MC4D3785F531KR,Return Initiated,Return Initiated
MC4D378684DCMD,Return Initiated,Return Initiated
MC4D378BF0A1NU,Return Initiated,Return Initiated
MC4D379B2502BX,Return Initiated,Return Initiated
MC4D37A31570KH,Return Initiated,Return Initiated
MC4D37A46972SW,Return Initiated,Return Initiated
MC4D37B309EDMS,Return Initiated,Return Initiated
MC4D37BE0851IB,Return Initiated,Return Initiated
MC4D37C5427ELJ,Return Initiated,Return Initiated
MC4D39205EB5QE,Return Initiated,Return Initiated
MC4D3924BAF9AG,Return Initiated,Return Initiated
MC4D398C17DAKG,Return Initiated,Return Initiated
MC4D39CA626FXN,Return Initiated,Return Initiated
MC4D39E8B9F3BL,Return Initiated,Return Initiated
MC4D3A417042UY,Return Initiated,Return Initiated
MC4D3B3DBC73ND,Return Initiated,Return Initiated
MC4D3B5B1591PB,Return Initiated,Return Initiated
MC4D3B942DC6NK,Return Initiated,Return Initiated
MC4D3B995B44LI,Return Initiated,Return Initiated
MC4D3BAA556ENE,Return Initiated,Return Initiated
MC4D3BB83F13VI,Return Initiated,Return Initiated
MC4D3BBBEB7FEF,Return Initiated,Return Initiated
MC4D3C111193YC,Return Initiated,Return Initiated
MC4D3C2E71F4XP,Return Initiated,Return Initiated
MC4D3C2FF56BNK,Return Initiated,Return Initiated
MC4D3C309206DD,Return Initiated,Return Initiated
MC4D3C41F923HY,Return Initiated,Return Initiated
MC4D3C668620MD,Return Initiated,Return Initiated
MC4D3C705EF3LQ,Return Initiated,Return Initiated
MC4D3DA9623BUM,Return Initiated,Return Initiated
MC4D80B727BEDX,Return Initiated,Return Initiated
MC4D813F307DEE,Return Initiated,Return Initiated
MC4D8142DE21OV,Return Initiated,Return Initiated
MC4D814D1189DO,Return Initiated,Return Initiated
MC4D82290996YU,Return Initiated,Return Initiated
MC4D825E754BNH,Return Initiated,Return Initiated
MC4D8265135CNN,Return Initiated,Return Initiated
MC4D8278633FZR,Return Initiated,Return Initiated
MC4D827A3769GD,Return Initiated,Return Initiated
MC4D8288D9EBFK,Return Initiated,Return Initiated
MC4D828A7754PX,Return Initiated,Return Initiated
MC4D828E068DWN,Return Initiated,Return Initiated
MC4D834D7D46RO,Return Initiated,Return Initiated
MC4D83825755YF,Return Initiated,Return Initiated
MC4D838E3E5FCH,Return Initiated,Return Initiated
MC4D83D516F9VB,Return Initiated,Return Initiated
MC4D842B5E8BXT,Return Initiated,Return Initiated
MC4D8444C1DDDI,Return Initiated,Return Initiated
MC4D84618711XM,Return Initiated,Return Initiated
MC4D848D4F3ESI,Return Initiated,Return Initiated
MC4D84B50DE1OM,Return Initiated,Return Initiated
MC4D870F6FD0QW,Return Initiated,Return Initiated
MC4D871D8A79NQ,Return Initiated,Return Initiated
MC4D872E90D7DU,Return Initiated,Return Initiated
MC4D8743B0FBMU,Return Initiated,Return Initiated
MC4D8760E73FAC,Return Initiated,Return Initiated
MC4D888F4AECST,Return Initiated,Return Initiated
MC4D889364DFTI,Return Initiated,Return Initiated
MC4D8893D51EML,Return Initiated,Return Initiated
MC4D88943CBADA,Return Initiated,Return Initiated
MC4D88D84787ZU,Return Initiated,Return Initiated
MC4D88F36993YS,Return Initiated,Return Initiated
MC4D88F628BBBZ,Return Initiated,Return Initiated
MC4D89861460IF,Return Initiated,Return Initiated
MC4D8987F1E8CM,Return Initiated,Return Initiated
MC4D89A68521QY,Return Initiated,Return Initiated
MC4D89EC8390ZW,Return Initiated,Return Initiated
MC4D89F33BBEBE,Return Initiated,Return Initiated
MC4D8AFFE95EWQ,Return Initiated,Return Initiated
MC4D8B4C7DA7LD,Return Initiated,Return Initiated
MC4D8B4CB79DPR,Return Initiated,Return Initiated
MC4D8B4DB507OU,Return Initiated,Return Initiated
MC4D8B670FB6PS,Return Initiated,Return Initiated
MC4D8B6F0905HZ,Return Initiated,Return Initiated
MC4D8B8B3F0CHF,Return Initiated,Return Initiated
MC4D8BEBED59NG,Return Initiated,Return Initiated
MC4D8BFE6E25DZ,Return Initiated,Return Initiated
MC4D8C10B5B7JJ,Return Initiated,Return Initiated
MC4D8C2463B1MG,Return Initiated,Return Initiated
MC4D8DE86B5DOU,Return Initiated,Return Initiated
MC4D8DF6FAE7RA,Return Initiated,Return Initiated
MC4D8DF7D163TQ,Return Initiated,Return Initiated
MC4D8E03FF28BA,Return Initiated,Return Initiated
MC4D8E7459E3VB,Return Initiated,Return Initiated
MC4D8E806508NI,Return Initiated,Return Initiated
MC4D8EBD544CGY,Return Initiated,Return Initiated
MC4D8EC66B73CK,Return Initiated,Return Initiated
MC4D8EC97C89AL,Return Initiated,Return Initiated
MC4D8F009FC9CK,Return Initiated,Return Initiated
MC4D8F17A449SV,Return Initiated,Return Initiated
MC4D8F273FACTP,Return Initiated,Return Initiated
MC4D8F2AABBEJS,Return Initiated,Return Initiated
MC4D8FB4C9E4ON,Return Initiated,Return Initiated
MC4D8FC46677CM,Return Initiated,Return Initiated
MC4D905E9D12QQ,Return Initiated,Return Initiated
MC4D9070E409TQ,Return Initiated,Return Initiated
MC4D9071F4F8DS,Return Initiated,Return Initiated
MC4D90773FCFOS,Return Initiated,Return Initiated
MC4D90780E89TZ,Return Initiated,Return Initiated
MC4D90825B1DRS,Return Initiated,Return Initiated
MC4D9083262APQ,Return Initiated,Return Initiated
MC4D90A0C0BFVP,Return Initiated,Return Initiated
MC4D91225C58AP,Return Initiated,Return Initiated
MC4D9129C0D1WZ,Return Initiated,Return Initiated
MC4D912BA0B0GC,Return Initiated,Return Initiated
MC4D9174EE68IX,Return Initiated,Return Initiated
MC4D91980EEDLW,Return Initiated,Return Initiated
MC4D92DB70BBXE,Return Initiated,Return Initiated
MC4D92DFF919SY,Return Initiated,Return Initiated
MC4D92F14766FI,Return Initiated,Return Initiated
MC4D933A1F33CN,Return Initiated,Return Initiated
MC4D93BF7322YA,Return Initiated,Return Initiated
MC4D93FB15A9OU,Return Initiated,Return Initiated
MC4D94360CEDMI,Return Initiated,Return Initiated
MC4D94390293MN,Return Initiated,Return Initiated
MC4D954B9F96YV,Return Initiated,Return Initiated
MC4D95ADFBB4HP,Return Initiated,Return Initiated
MC4D95C7705BHD,Return Initiated,Return Initiated
MC4D95D008EABJ,Return Initiated,Return Initiated
MC4D96458E5FEF,Return Initiated,Return Initiated
MC4D964C5466KN,Return Initiated,Return Initiated
MC4D964CCF2FRG,Return Initiated,Return Initiated
MC4D9654DE0EWY,Return Initiated,Return Initiated
MC4D966B1515TF,Return Initiated,Return Initiated
MC4D9686DF3CPW,Return Initiated,Return Initiated
MC4D968A944FFA,Return Initiated,Return Initiated
MC4D968C5224XZ,Return Initiated,Return Initiated
MC4D97EC7AAAZD,Return Initiated,Return Initiated
MC4D9809DA2EWD,Return Initiated,Return Initiated
MC4D982C116CFV,Return Initiated,Return Initiated
MC4D98310B7DMH,Return Initiated,Return Initiated
MC4D983FBF68OY,Return Initiated,Return Initiated
MC4D9873BC34HW,Return Initiated,Return Initiated
MC4D987EBC43NF,Return Initiated,Return Initiated
MC4D98FAA8E8EZ,Return Initiated,Return Initiated
MC4D990E2D11IC,Return Initiated,Return Initiated
MC4D9944EFBCSI,Return Initiated,Return Initiated
MC4D9955681BMP,Return Initiated,Return Initiated
MC4D995C26E0YX,Return Initiated,Return Initiated
MC4D9966C370HA,Return Initiated,Return Initiated
MC4D996F9C98AO,Return Initiated,Return Initiated
MC4D99779C99FJ,Return Initiated,Return Initiated
MC4D9979ED7FCN,Return Initiated,Return Initiated
MC4D9AD1419EVR,Return Initiated,Return Initiated
MC4D9B04EDCDPB,Return Initiated,Return Initiated
MC4D9B7DB388UK,Return Initiated,Return Initiated
MC4D9B813AFEXP,Return Initiated,Return Initiated
MC4D9D015CCEED,Return Initiated,Return Initiated
MC4D9D32DA5FML,Return Initiated,Return Initiated
MC4D9D6E9327VC,Return Initiated,Return Initiated
MC4D9D73425CRD,Return Initiated,Return Initiated
MC4D9D903748HR,Return Initiated,Return Initiated
MC4D9DDDD9E5MC,Return Initiated,Return Initiated
MC4D9E7F891AZN,Return Initiated,Return Initiated
MC4D9E913E4EKI,Return Initiated,Return Initiated
MC4D9E948B19HB,Return Initiated,Return Initiated
MC4D9E9765CAWF,Return Initiated,Return Initiated
MC4DA3271B3BHN,Return Initiated,Return Initiated
MC4DA3ABCA1DFU,Return Initiated,Return Initiated
MC4DA4EF5B06KW,Return Initiated,Return Initiated
MC4DA55DEB95GY,Return Initiated,Return Initiated
MC4DA5AB0A20ER,Return Initiated,Return Initiated
MC4DAA89B64EPL,Return Initiated,Return Initiated
MC4DAA8E6348QB,Return Initiated,Return Initiated
MC4DAADD4E92YN,Return Initiated,Return Initiated
MC4DAB08F974EN,Return Initiated,Return Initiated
MC4DAB514F0FDE,Return Initiated,Return Initiated
MC4DACA05360AL,Return Initiated,Return Initiated
MC4DAD8E1B56XI,Return Initiated,Return Initiated
MC4DAD9D2FEECM,Return Initiated,Return Initiated
MC4DAD9D65ABJW,Return Initiated,Return Initiated
MC4DADB5596FDB,Return Initiated,Return Initiated
MC4DAE1C013ELM,Return Initiated,Return Initiated
MC4DAF64B82FIZ,Return Initiated,Return Initiated
MC4DAF87C47BBB,Return Initiated,Return Initiated
MC4DAF9352E9DE,Return Initiated,Return Initiated
MC4DAFA51B5FWF,Return Initiated,Return Initiated
MC4DB01BEF5EDG,Return Initiated,Return Initiated
MC4DB0344CDCFW,Return Initiated,Return Initiated
MC4DB03BCA6EJB,Return Initiated,Return Initiated
MC4DB0555F48CV,Return Initiated,Return Initiated
MC4DB076904BRR,Return Initiated,Return Initiated
MC4DB0AA3F9FVR,Return Initiated,Return Initiated
MC4DB0BB1DBBUH,Return Initiated,Return Initiated
MC4DB1ACAF8CFD,Return Initiated,Return Initiated
MC4DB1BF6DB9BJ,Return Initiated,Return Initiated
MC4DB1CAC3C3EH,Return Initiated,Return Initiated
MC4DB22BB42AYB,Return Initiated,Return Initiated
MC4DB23D8B79YU,Return Initiated,Return Initiated
MC4DB2A2EE50NQ,Return Initiated,Return Initiated
MC4DB2C2611EQI,Return Initiated,Return Initiated
MC4DB2D6F4B7GB,Return Initiated,Return Initiated
MC4DB2F2A8B7NZ,Return Initiated,Return Initiated
MC4DB3348BE1AG,Return Initiated,Return Initiated
MC4DB33CB09DXJ,Return Initiated,Return Initiated
MC4DB4B12C25YR,Return Initiated,Return Initiated
MC4DB532139ADS,Return Initiated,Return Initiated
MC4DB5349C00ET,Return Initiated,Return Initiated
MC4DB5631632KV,Return Initiated,Return Initiated
MC4DB564C2BDJQ,Return Initiated,Return Initiated
MC4DB590CB61JV,Return Initiated,Return Initiated
MC4DB596CC53MN,Return Initiated,Return Initiated
MC4DB59908A3UD,Return Initiated,Return Initiated
MC4DB5F3C6FDUZ,Return Initiated,Return Initiated
MC4DB5F7F017CD,Return Initiated,Return Initiated
MC4DB6EBD904JH,Return Initiated,Return Initiated
MC4DB6FECD47WB,Return Initiated,Return Initiated
MC4DB700926BUL,Return Initiated,Return Initiated
MC4DB72CAA53AH,Return Initiated,Return Initiated
MC4DB7543EBCYL,Return Initiated,Return Initiated
MC4DB75E8992FY,Return Initiated,Return Initiated
MC4DB7D26D13YN,Return Initiated,Return Initiated
MC4DB7DE81FBUC,Return Initiated,Return Initiated
MC4DB7E8A54DOB,Return Initiated,Return Initiated
MC4DB7F123D4HG,Return Initiated,Return Initiated
MC4DB8214B47QE,Return Initiated,Return Initiated
MC4DB82E2F70FS,Return Initiated,Return Initiated
MC4DB85508F7QG,Return Initiated,Return Initiated
MC4DB85D3126DE,Return Initiated,Return Initiated
MC4DB863E740HA,Return Initiated,Return Initiated
MC4DB86AAD72MC,Return Initiated,Return Initiated
MC4DB87B8A29IJ,Return Initiated,Return Initiated
MC4DB89A2975MJ,Return Initiated,Return Initiated
MC4DB89FB79AYM,Return Initiated,Return Initiated
MC4DB8B028E2TA,Return Initiated,Return Initiated
MC4DB8B3239AEF,Return Initiated,Return Initiated
MC4DB8B4BCA1PV,Return Initiated,Return Initiated
MC4DB9759C4EVD,Return Initiated,Return Initiated
MC4DB97E3D54PY,Return Initiated,Return Initiated
MC4DB9A3BD77DH,Return Initiated,Return Initiated
MC4DB9A85071YS,Return Initiated,Return Initiated
MC4DB9BAB448JG,Return Initiated,Return Initiated
MC4DB9CE0608YA,Return Initiated,Return Initiated
MC4DB9D0A7AFAO,Return Initiated,Return Initiated
MC4DB9D5D43FYR,Return Initiated,Return Initiated
MC4DB9D98318NF,Return Initiated,Return Initiated
MC4DBAD94530JF,Return Initiated,Return Initiated
MC4DBADB3ABDWJ,Return Initiated,Return Initiated
MC4DBB086E2EII,Return Initiated,Return Initiated
MC4DBB37C252BN,Return Initiated,Return Initiated
MC4DBB412602SB,Return Initiated,Return Initiated
MC4DBC13615FNE,Return Initiated,Return Initiated
MC4DBC2C988FIE,Return Initiated,Return Initiated
MC4DBC428E79AK,Return Initiated,Return Initiated
MC4DBC6E25AECU,Return Initiated,Return Initiated
MC4DBC72CB7AFI,Return Initiated,Return Initiated
MC4DBC8408F5CW,Return Initiated,Return Initiated
MC4DBC953ABERI,Return Initiated,Return Initiated
MC4DBD0E1017LY,Return Initiated,Return Initiated
MC4DBD2E346CUA,Return Initiated,Return Initiated
MC4DBD439393NB,Return Initiated,Return Initiated
MC4DBD446BD6SR,Return Initiated,Return Initiated
MC4DBD4F5144AM,Return Initiated,Return Initiated
MC4DBD568133NV,Return Initiated,Return Initiated
MC4DBD59C3E3QR,Return Initiated,Return Initiated
MC4DBD81A85AEO,Return Initiated,Return Initiated
MC4DBD837271CE,Return Initiated,Return Initiated
MC4DBD9CE4C0SG,Return Initiated,Return Initiated
MC4DBDA2F421UP,Return Initiated,Return Initiated
MC4DBE3E2F67XY,Return Initiated,Return Initiated
MC4DBEA0FE50ZX,Return Initiated,Return Initiated
MC4DBFDEAA12KH,Return Initiated,Return Initiated
MC4DC0206BC4XE,Return Initiated,Return Initiated
MC4DC0250F45LJ,Return Initiated,Return Initiated
MC4DC04C3B81LB,Return Initiated,Return Initiated
MC4DC04D027ECB,Return Initiated,Return Initiated
MC4DC21BCA03ST,Return Initiated,Return Initiated
MC4DC9D41671AX,Return Initiated,Return Initiated
MC4DCA296F61FN,Return Initiated,Return Initiated
MC4DCCD99494YP,Return Initiated,Return Initiated
151951960040915,"Return to Origin API Request Received, Auto Removed From CSAWCancelled by CustomerMarked RTO and changed FinalDestinationID to RTO hubid-Cancelled by Customer",Cancelled by Customer
151951960049063,"Return to Origin API Request Received, Auto Removed From CSAWCancelled by CustomerMarked RTO and changed FinalDestinationID to RTO hubid-Cancelled by Customer",Cancelled by Customer
151951960067007,"Return to Origin API Request Received, Auto Removed From CSAWCancelled by CustomerMarked RTO and changed FinalDestinationID to RTO hubid-Cancelled by Customer",Cancelled by Customer
151951960068184,"Return to Origin API Request Received, Auto Removed From CSAWCancelled by CustomerMarked RTO and changed FinalDestinationID to RTO hubid-Cancelled by Customer",Cancelled by Customer
151951960050039,Return to Origin AuthenticNDR AutoRTO as per D+0 logicMarked RTO and changed FinalDestinationID to RTO hubid-AuthenticNDR AutoRTO as per D+0 logic,RTO Reason: Auto RTO (D+0 Logic)
151951960054824,Return to Origin AuthenticNDR AutoRTO as per D+0 logicMarked RTO and changed FinalDestinationID to RTO hubid-AuthenticNDR AutoRTO as per D+0 logic,RTO Reason: Auto RTO (D+0 Logic)
151951960056818,Return to Origin AuthenticNDR AutoRTO as per D+0 logicMarked RTO and changed FinalDestinationID to RTO hubid-AuthenticNDR AutoRTO as per D+0 logic,RTO Reason: Auto RTO (D+0 Logic)
151951960061615,Return to Origin AuthenticNDR AutoRTO as per D+0 logicMarked RTO and changed FinalDestinationID to RTO hubid-AuthenticNDR AutoRTO as per D+0 logic,RTO Reason: Auto RTO (D+0 Logic)
151951960065230,Return to Origin AuthenticNDR AutoRTO as per D+0 logicMarked RTO and changed FinalDestinationID to RTO hubid-AuthenticNDR AutoRTO as per D+0 logic,RTO Reason: Auto RTO (D+0 Logic)
151951960072465,Return to Origin AuthenticNDR AutoRTO as per D+0 logicMarked RTO and changed FinalDestinationID to RTO hubid-AuthenticNDR AutoRTO as per D+0 logic,RTO Reason: Auto RTO (D+0 Logic)
151951960072871,Return to Origin AuthenticNDR AutoRTO as per D+0 logicMarked RTO and changed FinalDestinationID to RTO hubid-AuthenticNDR AutoRTO as per D+0 logic,RTO Reason: Auto RTO (D+0 Logic)
151951960073890,Return to Origin AuthenticNDR AutoRTO as per D+0 logicMarked RTO and changed FinalDestinationID to RTO hubid-AuthenticNDR AutoRTO as per D+0 logic,RTO Reason: Auto RTO (D+0 Logic)
151951950299346,Return to Origin Auto Removed From CSAWAuthenticNDR AutoRTO as per D+0 logicMarked RTO and changed FinalDestinationID to RTO hubid-AuthenticNDR AutoRTO as per D+0 logic,RTO Reason: Auto RTO (D+0 Logic)
151951950299377,Return to Origin Auto Removed From CSAWAuthenticNDR AutoRTO as per D+0 logicMarked RTO and changed FinalDestinationID to RTO hubid-AuthenticNDR AutoRTO as per D+0 logic,RTO Reason: Auto RTO (D+0 Logic)
